risk_profile_id,account_id,risk_level,risk_score,chargeback_rate,refund_rate,risk_surcharge_rate,assessed_at
357,357,medium,0.1547,0.010083,0.031982,0.0015,2024-10-21 02:17:54
358,358,medium,0.1804,0.008402,0.035848,0.0015,2025-03-02 20:08:28
359,359,medium,0.2099,0.007609,0.036941,0.0015,2025-05-03 14:29:56
360,360,low,0.0772,0.004284,0.009773,0.0,2022-11-02 15:15:28
361,361,medium,0.2165,0.01432,0.032675,0.0015,2025-05-07 05:38:24
362,362,medium,0.145,0.007386,0.021621,0.0015,2022-06-08 15:53:06
363,363,low,0.0563,0.003801,0.00961,0.0,2023-12-11 19:09:27
364,364,low,0.1146,0.006857,0.016812,0.0,2023-10-05 08:06:40
365,365,medium,0.1788,0.008632,0.019872,0.0015,2023-03-09 04:34:57
366,366,medium,0.1758,0.008559,0.018491,0.0015,2022-01-31 06:03:09
367,367,high,0.2552,0.0159,0.037979,0.004,2024-11-22 02:42:43
368,368,medium,0.16,0.009285,0.032707,0.0015,2023-04-05 01:52:56
369,369,low,0.0579,0.002181,0.010685,0.0,2024-06-24 03:39:45
370,370,medium,0.145,0.008278,0.019819,0.0015,2023-07-16 04:20:25
371,371,low,0.0215,0.000791,0.004568,0.0,2023-05-27 03:55:49
372,372,high,0.2645,0.015044,0.047276,0.004,2025-04-27 10:52:03
373,373,medium,0.218,0.015719,0.043748,0.0015,2022-05-10 05:31:46
374,374,low,0.1143,0.004419,0.022726,0.0,2024-10-04 16:37:15
375,375,medium,0.1758,0.009555,0.030702,0.0015,2024-10-18 14:35:47
376,376,high,0.3934,0.025959,0.083693,0.004,2023-06-04 19:52:45
377,377,high,0.3856,0.020113,0.059386,0.004,2022-12-26 01:06:13
378,378,medium,0.1546,0.007635,0.030029,0.0015,2022-01-08 06:14:30
379,379,medium,0.2278,0.013233,0.028346,0.0015,2025-07-05 13:26:57
380,380,low,0.0396,0.002737,0.008432,0.0,2025-07-20 11:55:09
381,381,low,0.0985,0.006863,0.018485,0.0,2022-11-26 15:32:45
382,382,medium,0.1354,0.006203,0.017944,0.0015,2022-02-13 15:42:12
383,383,low,0.1244,0.00917,0.021215,0.0,2022-06-17 22:23:18
384,384,medium,0.2307,0.009573,0.023677,0.0015,2022-04-03 12:51:01
385,385,medium,0.1321,0.005744,0.021557,0.0015,2025-02-10 23:05:28
386,386,medium,0.2274,0.014326,0.04351,0.0015,2025-05-05 03:14:12
387,387,medium,0.1862,0.012972,0.026768,0.0015,2022-07-29 16:37:50
388,388,medium,0.1577,0.006689,0.029761,0.0015,2024-10-18 12:56:59
389,389,medium,0.1701,0.008166,0.031909,0.0015,2022-09-03 05:44:13
390,390,low,0.0818,0.003116,0.017352,0.0,2023-05-18 08:12:20
391,391,low,0.0644,0.003439,0.01386,0.0,2024-03-30 22:56:08
392,392,low,0.1045,0.005816,0.013058,0.0,2024-09-11 20:38:10
393,393,medium,0.2254,0.013212,0.031295,0.0015,2025-04-11 09:37:15
394,394,medium,0.2277,0.009675,0.028914,0.0015,2022-03-03 06:22:32
395,395,medium,0.1395,0.006428,0.02047,0.0015,2022-09-26 17:20:34
396,396,low,0.078,0.005086,0.008169,0.0,2023-01-19 17:39:32
397,397,low,0.0974,0.003835,0.015357,0.0,2023-03-01 12:32:48
398,398,medium,0.2105,0.007402,0.04343,0.0015,2025-09-27 07:15:02
399,399,high,0.2734,0.01383,0.051156,0.004,2024-11-29 11:45:20
400,400,medium,0.1367,0.007952,0.022939,0.0015,2023-03-15 07:56:18
401,401,low,0.0317,0.002241,0.004123,0.0,2025-08-22 11:00:18
402,402,medium,0.247,0.009033,0.032014,0.0015,2023-11-15 01:14:48
403,403,medium,0.1503,0.007268,0.016513,0.0015,2023-11-17 00:20:04
404,404,low,0.0356,0.002463,0.003909,0.0,2023-08-17 07:12:02
405,405,low,0.0994,0.006314,0.019058,0.0,2022-07-16 20:26:34
406,406,medium,0.1349,0.008137,0.028735,0.0015,2025-07-02 05:19:02
407,407,low,0.0308,0.001091,0.006212,0.0,2022-01-20 01:33:22
408,408,low,0.1215,0.006512,0.025813,0.0,2022-08-27 09:54:45
409,409,medium,0.1842,0.013657,0.020262,0.0015,2022-11-11 04:04:00
410,410,low,0.01,0.000618,0.001427,0.0,2023-01-18 01:53:44
411,411,low,0.098,0.006625,0.012592,0.0,2022-06-30 07:59:13
412,412,high,0.257,0.014274,0.028709,0.004,2022-01-25 13:42:32
413,413,medium,0.1706,0.008438,0.021897,0.0015,2024-07-16 00:53:22
414,414,medium,0.199,0.009519,0.035211,0.0015,2025-08-19 00:22:59
415,415,low,0.1071,0.007163,0.016928,0.0,2022-06-16 16:00:17
416,416,medium,0.1676,0.00896,0.03505,0.0015,2023-02-10 15:50:37
417,417,medium,0.163,0.007807,0.018894,0.0015,2023-11-24 15:49:27
418,418,low,0.1277,0.007819,0.023242,0.0,2025-06-22 19:45:27
419,419,medium,0.1793,0.013439,0.030584,0.0015,2024-08-07 18:01:27
420,420,medium,0.225,0.011749,0.042498,0.0015,2024-11-14 03:29:18
421,421,medium,0.172,0.007147,0.026858,0.0015,2024-03-05 23:13:13
422,422,medium,0.227,0.013773,0.023655,0.0015,2023-07-25 12:07:08
423,423,medium,0.1326,0.006766,0.019495,0.0015,2022-10-01 07:02:03
424,424,low,0.0797,0.00467,0.009993,0.0,2025-03-28 09:10:11
425,425,medium,0.1618,0.012119,0.022176,0.0015,2025-01-05 01:00:59
426,426,low,0.0799,0.004261,0.010145,0.0,2022-02-04 08:07:36
427,427,medium,0.1749,0.008242,0.030805,0.0015,2024-09-05 16:14:48
428,428,low,0.1093,0.00811,0.023024,0.0,2022-04-26 10:37:48
429,429,high,0.2653,0.016366,0.031215,0.004,2024-10-07 22:19:22
430,430,medium,0.1752,0.008274,0.02569,0.0015,2025-02-03 21:42:59
431,431,medium,0.2081,0.009925,0.027957,0.0015,2022-06-29 06:53:17
432,432,medium,0.1955,0.011573,0.022258,0.0015,2023-08-17 11:41:56
433,433,low,0.0891,0.004415,0.013186,0.0,2022-06-19 07:05:05
434,434,medium,0.2476,0.016322,0.048412,0.0015,2024-02-16 01:00:35
435,435,medium,0.1402,0.005989,0.018646,0.0015,2025-06-22 21:44:01
436,436,low,0.0869,0.003703,0.011397,0.0,2022-04-21 15:06:32
437,437,low,0.106,0.004697,0.022403,0.0,2023-06-28 21:17:14
438,438,low,0.0968,0.006772,0.017189,0.0,2025-08-24 05:29:34
439,439,low,0.0705,0.002725,0.009447,0.0,2023-02-16 16:44:50
440,440,low,0.11,0.006497,0.011421,0.0,2022-06-30 20:56:20
441,441,low,0.1138,0.007914,0.024913,0.0,2023-10-31 09:11:28
442,442,medium,0.161,0.006775,0.03496,0.0015,2023-11-27 10:53:19
443,443,medium,0.1855,0.013312,0.033444,0.0015,2024-06-25 19:09:28
444,444,medium,0.1336,0.008477,0.015364,0.0015,2023-03-06 04:37:53
445,445,low,0.0595,0.002631,0.011122,0.0,2025-07-31 07:01:21
446,446,medium,0.1428,0.010596,0.022036,0.0015,2023-12-14 18:13:06
447,447,medium,0.2311,0.015785,0.024412,0.0015,2023-01-27 20:36:09
448,448,medium,0.1562,0.005824,0.01809,0.0015,2025-08-06 16:03:32
449,449,medium,0.1891,0.012858,0.019847,0.0015,2025-06-19 03:18:37
450,450,low,0.0881,0.005115,0.010025,0.0,2023-11-14 20:34:40
451,451,low,0.1098,0.007748,0.018282,0.0,2022-02-04 00:11:12
452,452,high,0.2502,0.014659,0.047111,0.004,2024-03-27 14:36:22
453,453,medium,0.2181,0.01458,0.047422,0.0015,2024-01-30 12:15:43
454,454,low,0.125,0.008538,0.027261,0.0,2022-07-22 17:58:45
455,455,medium,0.1586,0.010605,0.031328,0.0015,2024-05-17 06:40:15
456,456,low,0.087,0.003249,0.009209,0.0,2025-02-24 04:56:04
457,457,low,0.0942,0.005806,0.014536,0.0,2022-05-25 20:49:24
458,458,medium,0.176,0.012472,0.018634,0.0015,2024-09-16 12:07:43
459,459,low,0.1063,0.007702,0.018758,0.0,2022-07-11 23:37:46
460,460,medium,0.232,0.015235,0.027548,0.0015,2024-10-21 09:27:50
461,461,low,0.1008,0.004777,0.018023,0.0,2023-07-28 08:21:40
462,462,medium,0.2056,0.014253,0.026799,0.0015,2022-01-09 21:46:12
463,463,medium,0.1582,0.005701,0.028208,0.0015,2025-08-14 19:19:34
464,464,medium,0.1844,0.01214,0.034616,0.0015,2022-08-16 01:08:22
465,465,medium,0.1953,0.010627,0.026286,0.0015,2024-03-26 09:16:08
466,466,low,0.0638,0.004478,0.013969,0.0,2022-09-06 05:57:53
467,467,low,0.1064,0.005861,0.013583,0.0,2025-06-30 09:01:06
468,468,low,0.1001,0.005196,0.011179,0.0,2024-10-07 00:42:14
469,469,medium,0.1733,0.011919,0.029473,0.0015,2025-01-05 08:46:39
470,470,high,0.3018,0.014538,0.045065,0.004,2023-08-15 02:02:49
471,471,high,0.3054,0.016648,0.06097,0.004,2023-10-02 09:04:21
472,472,medium,0.243,0.016705,0.039345,0.0015,2024-12-09 13:21:12
473,473,low,0.0906,0.003219,0.011837,0.0,2025-03-04 16:01:57
474,474,low,0.0636,0.003115,0.010357,0.0,2022-01-25 09:37:02
475,475,medium,0.1732,0.011831,0.035264,0.0015,2024-06-26 18:02:48
476,476,medium,0.2354,0.016519,0.030227,0.0015,2022-05-30 07:24:56
477,477,high,0.2727,0.011292,0.031236,0.004,2023-01-29 21:22:31
478,478,high,0.2518,0.01329,0.051557,0.004,2025-02-08 15:48:01
479,479,high,0.2722,0.013269,0.05536,0.004,2022-12-09 16:50:54
480,480,high,0.2623,0.01942,0.052998,0.004,2024-12-26 01:05:55
481,481,medium,0.2171,0.012498,0.02885,0.0015,2023-09-26 09:28:19
482,482,low,0.0339,0.001729,0.006634,0.0,2022-11-15 06:03:39
483,483,medium,0.1665,0.011638,0.021787,0.0015,2023-04-03 05:54:19
484,484,low,0.0987,0.006252,0.017227,0.0,2023-12-28 02:13:37
485,485,high,0.3378,0.021451,0.03869,0.004,2024-11-12 17:18:42
486,486,medium,0.1879,0.011174,0.028245,0.0015,2024-04-09 00:42:41
487,487,low,0.085,0.004395,0.017765,0.0,2025-06-30 15:36:18
488,488,medium,0.1862,0.00725,0.019063,0.0015,2025-04-02 01:36:19
489,489,low,0.0628,0.003789,0.007434,0.0,2024-10-27 14:06:11
490,490,high,0.2501,0.012904,0.044201,0.004,2024-04-05 01:12:51
491,491,medium,0.1644,0.008729,0.032119,0.0015,2023-02-01 12:32:46
492,492,medium,0.1416,0.010191,0.021591,0.0015,2023-07-19 09:32:59
493,493,low,0.1106,0.007061,0.021179,0.0,2022-06-12 15:32:14
494,494,medium,0.186,0.012327,0.040327,0.0015,2023-05-27 21:12:37
495,495,low,0.0657,0.004298,0.012056,0.0,2025-06-21 09:56:12
496,496,medium,0.1308,0.006839,0.020026,0.0015,2023-08-06 14:33:38
497,497,medium,0.2479,0.01422,0.04354,0.0015,2022-06-05 13:56:40
498,498,medium,0.1385,0.007856,0.018939,0.0015,2024-06-10 20:11:57
499,499,medium,0.1882,0.008402,0.020984,0.0015,2025-08-09 20:34:17
500,500,low,0.1212,0.007311,0.014234,0.0,2025-04-01 17:27:08
501,501,low,0.1036,0.00518,0.015804,0.0,2023-01-10 22:28:41
502,502,medium,0.1858,0.006906,0.024896,0.0015,2023-09-13 22:20:32
503,503,medium,0.1644,0.012131,0.017317,0.0015,2023-12-28 10:20:03
504,504,medium,0.2407,0.01243,0.034983,0.0015,2022-12-06 01:04:06
505,505,low,0.0599,0.002936,0.012119,0.0,2023-01-03 13:41:42
506,506,high,0.2556,0.015362,0.028056,0.004,2022-11-20 18:05:55
507,507,high,0.3135,0.016663,0.065294,0.004,2025-09-22 14:05:35
508,508,medium,0.1557,0.011539,0.018551,0.0015,2024-10-17 13:08:27
509,509,medium,0.1592,0.00589,0.024685,0.0015,2025-02-24 06:59:47
510,510,medium,0.1705,0.011539,0.03529,0.0015,2025-01-22 01:35:08
511,511,low,0.0549,0.001967,0.005995,0.0,2022-05-25 00:29:23
512,512,low,0.1093,0.004626,0.018606,0.0,2025-04-21 01:45:22
513,513,medium,0.1654,0.006939,0.03146,0.0015,2022-04-02 01:15:37
514,514,medium,0.1602,0.00779,0.027099,0.0015,2023-10-13 09:01:21
515,515,low,0.0706,0.004941,0.007402,0.0,2024-03-24 04:26:45
516,516,low,0.1132,0.005065,0.018731,0.0,2023-05-05 13:17:42
517,517,high,0.341,0.01896,0.040143,0.004,2022-07-19 23:09:35
518,518,low,0.0101,0.000549,0.001508,0.0,2022-09-21 01:38:14
519,519,medium,0.1399,0.006217,0.017748,0.0015,2025-02-02 03:22:28
520,520,medium,0.1357,0.007266,0.025895,0.0015,2023-03-13 00:20:35
521,521,medium,0.1447,0.009946,0.028476,0.0015,2023-03-01 12:54:28
522,522,medium,0.1425,0.008966,0.017778,0.0015,2025-06-17 03:49:00
523,523,medium,0.146,0.007397,0.025841,0.0015,2022-07-16 19:36:11
524,524,low,0.0994,0.004552,0.019576,0.0,2025-06-06 02:02:36
525,525,low,0.0374,0.002079,0.005693,0.0,2025-06-13 21:18:09
526,526,low,0.0909,0.004,0.019102,0.0,2024-03-29 19:54:36
527,527,medium,0.2034,0.008387,0.025664,0.0015,2022-08-15 10:44:15
528,528,medium,0.1676,0.006156,0.019301,0.0015,2022-08-02 05:13:26
529,529,low,0.0545,0.00193,0.006451,0.0,2023-01-25 11:55:47
530,530,medium,0.2383,0.017615,0.049939,0.0015,2024-02-29 21:42:38
531,531,low,0.1201,0.00594,0.020951,0.0,2022-07-30 03:26:05
532,532,medium,0.1531,0.005586,0.017453,0.0015,2023-09-16 08:09:39
533,533,low,0.0924,0.005381,0.013551,0.0,2022-06-07 23:46:11
534,534,low,0.0537,0.002889,0.007343,0.0,2024-01-10 02:36:29
535,535,medium,0.2313,0.013413,0.047481,0.0015,2024-08-27 23:04:32
536,536,high,0.2758,0.015627,0.039311,0.004,2022-03-17 18:44:31
537,537,low,0.0922,0.003597,0.010171,0.0,2022-09-24 12:23:26
538,538,medium,0.1379,0.008954,0.01397,0.0015,2022-08-27 21:49:43
539,539,medium,0.2434,0.012185,0.041032,0.0015,2025-02-10 19:11:52
540,540,medium,0.1828,0.013678,0.021588,0.0015,2022-03-15 00:38:08
541,541,medium,0.1797,0.010537,0.039375,0.0015,2023-08-11 05:27:11
542,542,medium,0.1408,0.007691,0.029405,0.0015,2024-03-19 16:26:01
543,543,high,0.2833,0.01401,0.045997,0.004,2023-12-07 21:09:57
544,544,medium,0.1647,0.009313,0.03029,0.0015,2024-07-20 05:13:09
545,545,medium,0.2303,0.012418,0.028519,0.0015,2025-01-03 15:25:20
546,546,medium,0.2009,0.011254,0.020574,0.0015,2023-06-23 11:40:30
547,547,medium,0.1571,0.011593,0.016204,0.0015,2025-02-07 00:02:56
548,548,medium,0.1509,0.007728,0.025351,0.0015,2023-03-12 00:17:01
549,549,medium,0.194,0.00897,0.023353,0.0015,2025-09-08 16:33:59
550,550,medium,0.152,0.007905,0.028234,0.0015,2023-11-22 04:36:19
551,551,low,0.0366,0.001359,0.006752,0.0,2024-10-03 20:47:23
552,552,medium,0.1777,0.009465,0.038297,0.0015,2025-04-12 00:09:44
553,553,low,0.0948,0.006812,0.018267,0.0,2024-12-20 08:19:32
554,554,medium,0.1672,0.007194,0.02802,0.0015,2025-03-10 08:21:12
555,555,medium,0.2251,0.008681,0.031845,0.0015,2024-01-04 22:48:49
556,556,medium,0.2457,0.008755,0.052796,0.0015,2022-03-01 11:22:23
557,557,medium,0.2302,0.013991,0.028179,0.0015,2023-11-06 12:55:07
558,558,medium,0.2437,0.015985,0.030206,0.0015,2022-09-06 06:57:20
559,559,low,0.0164,0.001011,0.002872,0.0,2025-05-01 07:28:32
560,560,medium,0.2437,0.014775,0.053227,0.0015,2022-11-20 20:48:27
561,561,high,0.2957,0.020011,0.032513,0.004,2022-11-08 23:59:19
562,562,medium,0.169,0.011682,0.036967,0.0015,2022-12-08 03:53:34
563,563,low,0.053,0.002566,0.00779,0.0,2024-05-29 00:44:07
564,564,low,0.1162,0.006763,0.020537,0.0,2024-02-21 10:42:37
565,565,medium,0.1482,0.009091,0.026999,0.0015,2025-07-22 00:20:36
566,566,low,0.1256,0.00611,0.02095,0.0,2023-07-24 10:43:40
567,567,low,0.1041,0.006294,0.021883,0.0,2023-01-22 03:45:23
568,568,low,0.0602,0.003697,0.008358,0.0,2022-03-09 09:06:40
569,569,medium,0.1883,0.006592,0.03545,0.0015,2022-01-10 16:18:58
570,570,low,0.0899,0.003451,0.014849,0.0,2023-05-27 02:29:57
571,571,low,0.1091,0.007028,0.020959,0.0,2025-06-20 12:26:12
572,572,medium,0.236,0.008972,0.048097,0.0015,2023-12-18 11:51:24
573,573,low,0.1275,0.007053,0.018737,0.0,2025-05-07 08:57:19
574,574,medium,0.1379,0.005073,0.013969,0.0015,2022-05-20 02:05:30
575,575,medium,0.1522,0.010368,0.029599,0.0015,2022-05-08 15:54:54
576,576,low,0.0663,0.003788,0.007685,0.0,2025-02-14 04:06:40
577,577,low,0.0672,0.002898,0.008979,0.0,2022-05-27 00:33:15
578,578,medium,0.1561,0.010848,0.026374,0.0015,2022-03-13 02:00:43
579,579,high,0.2811,0.011188,0.034452,0.004,2023-07-07 19:10:16
580,580,high,0.3381,0.024106,0.068506,0.004,2025-06-19 04:24:29
581,581,medium,0.2099,0.015509,0.028111,0.0015,2024-08-01 01:50:06
582,582,low,0.0241,0.001475,0.003357,0.0,2022-05-16 14:04:57
583,583,medium,0.2288,0.015677,0.042727,0.0015,2025-02-19 04:41:11
584,584,low,0.0769,0.005225,0.008759,0.0,2025-02-28 00:15:10
585,585,medium,0.2016,0.010716,0.036132,0.0015,2024-12-31 08:28:07
586,586,low,0.0542,0.002164,0.005603,0.0,2025-05-19 19:54:28
587,587,low,0.1185,0.004541,0.02165,0.0,2022-11-25 03:40:30
588,588,medium,0.1384,0.005421,0.020442,0.0015,2025-09-02 01:15:52
589,589,low,0.0474,0.002632,0.009086,0.0,2023-03-15 17:06:04
590,590,medium,0.1531,0.005575,0.016254,0.0015,2025-01-02 04:06:49
591,591,medium,0.157,0.00851,0.032836,0.0015,2024-03-03 13:41:49
592,592,high,0.2986,0.013876,0.042311,0.004,2024-12-02 07:48:23
593,593,low,0.1297,0.009065,0.019031,0.0,2024-05-08 20:34:01
594,594,high,0.3021,0.011666,0.036436,0.004,2024-05-28 22:00:39
595,595,medium,0.1523,0.009476,0.017591,0.0015,2024-04-23 01:50:21
596,596,low,0.1204,0.004606,0.012829,0.0,2024-12-01 16:00:29
597,597,low,0.0907,0.005089,0.010239,0.0,2024-10-08 00:15:30
598,598,medium,0.1785,0.008635,0.029733,0.0015,2022-07-04 01:37:05
599,599,low,0.0783,0.004463,0.014684,0.0,2025-02-04 01:02:01
600,600,low,0.1246,0.004725,0.013983,0.0,2024-01-04 08:11:08
601,601,low,0.1106,0.006081,0.012767,0.0,2023-03-18 23:28:29
602,602,medium,0.1816,0.010053,0.020141,0.0015,2023-12-05 10:57:54
603,603,medium,0.1863,0.012804,0.029558,0.0015,2025-03-19 03:48:31
604,604,medium,0.1783,0.006641,0.022571,0.0015,2025-02-14 11:59:22
605,605,high,0.3532,0.014104,0.041512,0.004,2023-09-26 02:37:43
606,606,medium,0.1755,0.013027,0.026416,0.0015,2024-12-08 16:48:49
607,607,low,0.1269,0.006917,0.021716,0.0,2023-06-11 19:15:29
608,608,low,0.0516,0.003273,0.006263,0.0,2024-07-27 16:11:06
609,609,medium,0.1604,0.007487,0.031008,0.0015,2024-05-24 22:08:28
610,610,medium,0.1873,0.011279,0.032134,0.0015,2022-12-08 17:23:27
611,611,medium,0.2405,0.012491,0.045993,0.0015,2022-12-31 12:31:25
612,612,low,0.1288,0.008794,0.017976,0.0,2022-03-25 15:07:24
613,613,low,0.1275,0.006676,0.01876,0.0,2022-07-11 04:52:35
614,614,medium,0.2061,0.012792,0.044862,0.0015,2023-08-17 04:34:03
615,615,low,0.0901,0.004351,0.015551,0.0,2023-10-16 17:39:59
616,616,high,0.3102,0.013398,0.036667,0.004,2022-08-14 21:14:37
617,617,high,0.277,0.012107,0.051439,0.004,2023-07-25 07:18:42
618,618,medium,0.1504,0.008671,0.028471,0.0015,2024-04-06 12:21:22
619,619,medium,0.1974,0.010784,0.042589,0.0015,2022-11-15 03:44:10
620,620,low,0.1277,0.008056,0.021155,0.0,2023-04-08 16:59:38
621,621,medium,0.2046,0.014103,0.034935,0.0015,2023-05-18 18:08:51
622,622,low,0.0934,0.003407,0.012762,0.0,2023-11-22 21:55:45
623,623,low,0.0783,0.005246,0.013066,0.0,2023-05-17 05:23:48
624,624,low,0.0951,0.006603,0.009957,0.0,2024-10-05 03:21:56
625,625,medium,0.1866,0.01184,0.037106,0.0015,2023-03-25 00:20:03
626,626,low,0.1101,0.006845,0.020185,0.0,2023-08-17 13:41:53
627,627,medium,0.1841,0.013358,0.033497,0.0015,2023-06-04 02:33:52
628,628,low,0.1117,0.007884,0.020293,0.0,2022-09-08 05:29:28
629,629,medium,0.2169,0.010778,0.02735,0.0015,2024-07-27 02:19:31
630,630,medium,0.176,0.010687,0.018528,0.0015,2022-11-19 02:10:06
631,631,low,0.01,0.000564,0.001633,0.0,2023-02-11 03:02:54
632,632,low,0.0904,0.003548,0.014892,0.0,2024-12-20 11:37:56
633,633,medium,0.1916,0.008471,0.038786,0.0015,2025-07-22 00:54:12
634,634,low,0.01,0.000552,0.001814,0.0,2024-07-06 17:07:21
635,635,medium,0.2096,0.011125,0.029216,0.0015,2025-06-07 13:32:17
636,636,low,0.109,0.006318,0.017683,0.0,2025-03-14 12:47:12
637,637,low,0.107,0.007156,0.017527,0.0,2023-10-20 21:15:04
638,638,medium,0.2036,0.013672,0.037475,0.0015,2024-11-19 18:10:01
639,639,high,0.2513,0.011527,0.047845,0.004,2023-03-26 04:45:18
640,640,medium,0.152,0.006936,0.02646,0.0015,2023-09-22 23:02:21
641,641,high,0.3518,0.020977,0.071252,0.004,2024-01-03 11:23:42
642,642,high,0.2559,0.012832,0.035387,0.004,2025-08-06 22:54:24
643,643,medium,0.2469,0.018123,0.048979,0.0015,2025-03-06 19:56:16
644,644,low,0.0537,0.003242,0.005597,0.0,2023-11-01 07:09:12
645,645,medium,0.2011,0.009112,0.040264,0.0015,2024-06-11 17:44:51
646,646,medium,0.1788,0.007013,0.024519,0.0015,2022-10-04 19:46:06
647,647,medium,0.2089,0.013359,0.038301,0.0015,2025-01-05 09:47:32
648,648,low,0.0976,0.004668,0.018093,0.0,2024-01-27 13:20:31
649,649,medium,0.1577,0.006728,0.022892,0.0015,2023-12-30 18:20:15
650,650,medium,0.1353,0.006101,0.017249,0.0015,2024-11-14 06:37:14
651,651,medium,0.2447,0.015366,0.046615,0.0015,2024-05-15 19:57:05
652,652,high,0.2673,0.016391,0.036583,0.004,2022-04-10 03:14:20
653,653,medium,0.1507,0.005884,0.020924,0.0015,2023-01-30 04:43:30
654,654,low,0.01,0.000616,0.001774,0.0,2022-08-30 18:02:13
655,655,medium,0.1621,0.009674,0.029662,0.0015,2024-10-02 08:00:44
656,656,medium,0.1754,0.011751,0.017646,0.0015,2022-02-18 01:57:07
657,657,medium,0.1653,0.00636,0.02648,0.0015,2022-10-04 21:20:51
658,658,low,0.0479,0.0022,0.009528,0.0,2024-03-28 07:18:55
659,659,high,0.3649,0.024501,0.054151,0.004,2024-08-08 11:36:43
660,660,medium,0.141,0.007416,0.020044,0.0015,2023-11-20 12:30:23
661,661,medium,0.1328,0.009477,0.023167,0.0015,2025-03-23 11:07:42
662,662,low,0.0902,0.005654,0.011098,0.0,2025-06-11 02:38:27
663,663,medium,0.2038,0.007576,0.043018,0.0015,2022-06-30 17:12:01
664,664,low,0.0344,0.001825,0.004403,0.0,2025-07-27 00:50:39
665,665,high,0.2852,0.013367,0.052289,0.004,2024-04-20 11:18:56
666,666,medium,0.2353,0.015399,0.042637,0.0015,2024-05-20 08:20:50
667,667,medium,0.2424,0.009939,0.044987,0.0015,2022-05-11 02:11:00
668,668,medium,0.2126,0.014948,0.042678,0.0015,2024-04-30 17:17:51
669,669,medium,0.1911,0.012269,0.031104,0.0015,2024-09-19 18:41:43
670,670,low,0.0799,0.004671,0.016658,0.0,2024-03-05 12:32:03
671,671,low,0.0868,0.004986,0.015044,0.0,2022-04-26 14:04:52
672,672,medium,0.1854,0.013548,0.039969,0.0015,2023-12-17 18:36:13
673,673,high,0.3138,0.021822,0.034816,0.004,2025-07-04 08:46:34
674,674,low,0.111,0.007976,0.022328,0.0,2024-09-16 15:12:39
675,675,high,0.3015,0.02047,0.05286,0.004,2022-07-07 23:22:37
676,676,medium,0.2264,0.011101,0.046763,0.0015,2025-08-06 04:42:03
677,677,medium,0.1542,0.006444,0.02191,0.0015,2025-08-04 17:57:22
678,678,high,0.3391,0.015911,0.060483,0.004,2022-08-20 17:35:38
679,679,low,0.1129,0.008293,0.018241,0.0,2024-12-31 14:37:45
680,680,medium,0.1489,0.01095,0.02848,0.0015,2023-07-11 09:20:09
681,681,medium,0.2174,0.009379,0.038909,0.0015,2024-03-23 03:46:03
682,682,low,0.1283,0.005652,0.026576,0.0,2023-09-02 00:21:24
683,683,low,0.1218,0.007471,0.018465,0.0,2024-12-06 15:06:52
684,684,medium,0.1604,0.009167,0.027252,0.0015,2025-09-25 10:20:11
685,685,low,0.01,0.000576,0.00202,0.0,2024-12-23 17:12:37
686,686,medium,0.2118,0.015098,0.035344,0.0015,2025-06-28 02:47:12
687,687,medium,0.179,0.010252,0.027074,0.0015,2025-07-18 03:57:37
688,688,low,0.01,0.000582,0.001561,0.0,2022-05-04 06:20:29
689,689,medium,0.1789,0.010995,0.034476,0.0015,2022-12-13 15:04:56
690,690,low,0.1136,0.006297,0.024174,0.0,2024-09-14 11:59:41
691,691,low,0.0793,0.004621,0.009872,0.0,2024-03-18 05:22:18
692,692,medium,0.1811,0.011747,0.023538,0.0015,2022-03-10 14:23:56
693,693,low,0.1002,0.007178,0.012345,0.0,2022-05-11 00:39:18
694,694,low,0.0562,0.004062,0.006891,0.0,2023-12-14 02:36:42
695,695,medium,0.2157,0.01331,0.023175,0.0015,2024-04-22 21:57:08
696,696,low,0.092,0.004209,0.018006,0.0,2022-08-18 10:33:41
697,697,medium,0.2442,0.017016,0.034365,0.0015,2022-08-23 07:50:09
698,698,medium,0.2432,0.015263,0.036712,0.0015,2022-06-26 22:29:53
699,699,low,0.0805,0.004,0.016406,0.0,2024-02-12 20:27:30
700,700,medium,0.135,0.008112,0.028335,0.0015,2022-01-11 17:51:02
701,701,medium,0.191,0.009913,0.031595,0.0015,2024-02-23 02:02:19
702,702,medium,0.2481,0.016953,0.027707,0.0015,2023-10-14 01:41:23
703,703,medium,0.177,0.008578,0.027391,0.0015,2023-09-30 11:13:28
704,704,medium,0.2085,0.010962,0.043694,0.0015,2024-07-18 05:59:53
